content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
i completely recommend casa la femme for any special occasion and to really impress your date,ambience,0,0,2,2,"[[0.00342849 0.04204411 0.00612059 0.5100851  0.06055564 0.06099117
  0.00243127 0.00231461 0.00440371 0.04134436 0.06258252 0.0285801
  0.0197697  0.09686986 0.05209461 0.00638419]]","[[0.00014786 0.00031734 0.00008477 0.98729926 0.00334029 0.00176224
  0.00006167 0.0001345  0.00017709 0.00007459 0.00042184 0.00080289
  0.00065917 0.00035198 0.00337719 0.0009874 ]]"
i completely recommend casa la femme for any special occasion and to really impress your date,drinks,0,0,2,2,"[[0.0473156  0.10725725 0.07875773 0.33469692 0.0875596  0.03910554
  0.0063704  0.00514845 0.02378146 0.05934503 0.01924068 0.01783195
  0.01081261 0.10311253 0.02590636 0.03375791]]","[[0.00012308 0.0007087  0.28861433 0.         0.00031608 0.02074227
  0.10077199 0.00318276 0.02347912 0.50432336 0.00128344 0.00097698
  0.00055994 0.05447555 0.000009   0.00043339]]"
i completely recommend casa la femme for any special occasion and to really impress your date,food,0,0,2,2,"[[0.09572901 0.19158062 0.0664179  0.37923217 0.14477064 0.02945648
  0.00314062 0.0019536  0.0044073  0.00402161 0.0048768  0.00420588
  0.00469819 0.02440943 0.01391646 0.02718331]]","[[0.03400002 0.0694452  0.09117566 0.16367602 0.07819475 0.13040584
  0.03339891 0.01328879 0.02869531 0.02836446 0.06828382 0.05384651
  0.04925509 0.08199084 0.03181058 0.04416828]]"
i completely recommend casa la femme for any special occasion and to really impress your date,location,0,0,2,2,"[[0.00351403 0.03782314 0.020543   0.2998633  0.15093496 0.08372933
  0.00979173 0.00872369 0.03322769 0.08791126 0.07130809 0.04572517
  0.01936875 0.08475313 0.03767155 0.00511116]]","[[0.00483712 0.01781798 0.04848549 0.02890549 0.13667329 0.3402146
  0.01552132 0.00503555 0.01372968 0.01685144 0.03963959 0.03899423
  0.02251097 0.10833438 0.0849434  0.07750551]]"
i completely recommend casa la femme for any special occasion and to really impress your date,restaurant,1,0,1,1,"[[0.05937418 0.21381094 0.04618933 0.54599315 0.08340818 0.02844215
  0.00104032 0.00066116 0.00182218 0.00327971 0.00179488 0.00142363
  0.00059566 0.00517722 0.00385836 0.00312893]]","[[0.02602243 0.0663042  0.08922644 0.12810552 0.21902837 0.22830153
  0.05379348 0.01964159 0.03290876 0.04669682 0.06795987 0.00637114
  0.00553654 0.00605335 0.0017377  0.00231227]]"
i completely recommend casa la femme for any special occasion and to really impress your date,service,0,0,2,2,"[[0.02651794 0.04675983 0.02665382 0.06381145 0.04631132 0.03826049
  0.00586758 0.00794947 0.01938607 0.13992748 0.05290499 0.081342
  0.02415015 0.20763479 0.18399756 0.02852508]]","[[0.00001006 0.0000181  0.00000216 0.00002546 0.0000318  0.00000782
  0.00000773 0.00004319 0.0000712  0.0000243  0.00002811 0.00007584
  0.00003805 0.9995622  0.00004272 0.0000113 ]]"
more williamsburg garbage,ambience,0,0,2,2,[[0.07166758 0.1941589  0.73417354]],[[0.17879303 0.2890233  0.5321836 ]]
more williamsburg garbage,drinks,0,0,2,2,[[0.15469776 0.14651792 0.69878435]],[[0.5286952  0.46305272 0.00825207]]
more williamsburg garbage,food,0,0,2,2,[[0.03090807 0.02579868 0.9432933 ]],[[0.35705954 0.36058185 0.28235865]]
more williamsburg garbage,location,0,0,2,2,[[0.09083454 0.13211344 0.777052  ]],[[0.3207431  0.42864367 0.25061324]]
more williamsburg garbage,restaurant,1,0,-1,-1,[[0.06509207 0.07919659 0.85571134]],[[0.45254192 0.45753855 0.08991948]]
more williamsburg garbage,service,0,0,2,2,[[0.0487651  0.06301543 0.8882195 ]],[[0.05356482 0.06610689 0.8803283 ]]
the dishes came out around 5 minutes apart,ambience,0,0,2,2,"[[0.00330616 0.8726876  0.02428483 0.03428022 0.03301844 0.00612545
  0.01412429 0.01217305]]","[[0.00218595 0.85076684 0.00141433 0.0017589  0.0455354  0.05762935
  0.03440829 0.00630077]]"
the dishes came out around 5 minutes apart,drinks,0,0,2,2,"[[0.00438995 0.97819954 0.01476437 0.00199245 0.00014442 0.00013609
  0.00014845 0.00022474]]","[[0.39549288 0.         0.5920112  0.0118195  0.00000056 0.00000209
  0.00001331 0.00066044]]"
the dishes came out around 5 minutes apart,food,0,0,2,1,"[[0.00104696 0.99666566 0.00203025 0.00009646 0.00000566 0.00000551
  0.00002058 0.00012895]]","[[0.95728564 0.00965949 0.02404631 0.00737504 0.00002209 0.00002425
  0.00010312 0.001484  ]]"
the dishes came out around 5 minutes apart,location,0,0,2,2,"[[0.00542173 0.91400325 0.04234667 0.02125488 0.00655934 0.00377636
  0.00507113 0.00156661]]","[[0.01683412 0.00044053 0.05941829 0.01204314 0.219371   0.46219042
  0.19441783 0.03528474]]"
the dishes came out around 5 minutes apart,restaurant,0,0,2,2,"[[0.00293446 0.98830146 0.00732589 0.00116691 0.0001245  0.00004377
  0.00004928 0.00005376]]","[[0.97849816 0.00000886 0.01834691 0.00302262 0.00000585 0.00000498
  0.00000656 0.00010601]]"
the dishes came out around 5 minutes apart,service,1,0,-1,2,"[[0.01022035 0.68791056 0.22682329 0.04060849 0.00548612 0.00905303
  0.01579598 0.00410222]]","[[0.06809986 0.6157944  0.1366618  0.11180911 0.00722072 0.00694019
  0.0187279  0.03474602]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",ambience,0,0,2,2,"[[0.01425352 0.1074171  0.00942175 0.00313043 0.00688023 0.03696876
  0.33200237 0.10119911 0.01826185 0.00369586 0.00133471 0.00280786
  0.36262643]]","[[0.00002049 0.00000318 0.00000118 0.00000389 0.00000445 0.00008949
  0.00019593 0.00001339 0.00009586 0.00015397 0.00020617 0.00105696
  0.99815494]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",drinks,0,0,2,2,"[[0.0658906  0.7396469  0.02896783 0.01270488 0.00180287 0.00633207
  0.01206889 0.10351341 0.00146312 0.00018619 0.0000155  0.00023647
  0.02717123]]","[[0.00027537 0.         0.05561544 0.0001066  0.00008562 0.00282153
  0.00364327 0.93583024 0.00162166 0.         0.00000003 0.00000017
  0.00000006]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",food,1,1,0,-1,"[[0.01733938 0.97270507 0.00239909 0.00058059 0.0000665  0.00039425
  0.00036009 0.00123437 0.00000737 0.00000146 0.00000023 0.0000054
  0.0049062 ]]","[[0.5852546  0.04955091 0.13807696 0.07612326 0.06227141 0.0196189
  0.01837149 0.03373841 0.0105012  0.00018369 0.00023919 0.00121582
  0.00485418]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",location,0,0,2,2,"[[0.01883321 0.20269868 0.03464866 0.02581021 0.02164995 0.16928019
  0.17682643 0.28870073 0.02391806 0.00297495 0.00045809 0.00098628
  0.03321453]]","[[0.00148818 0.00162198 0.0043585  0.00039136 0.00041053 0.23414019
  0.4099016  0.00424766 0.1692405  0.00648854 0.03124342 0.07094369
  0.06552385]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",restaurant,0,0,2,2,"[[0.07919646 0.8865173  0.01954553 0.00385917 0.00049694 0.00317357
  0.00233754 0.00341558 0.00006895 0.0000052  0.00000063 0.00000563
  0.00137753]]","[[0.58879507 0.00086847 0.2086008  0.03680043 0.02698414 0.01940514
  0.02242985 0.07816494 0.00974308 0.00040343 0.00100378 0.00282997
  0.00397082]]"
"the bibimbap was average but the stone bowl', ""wasn't"", 'even close to sizzling",service,0,0,2,2,"[[0.22266755 0.42454335 0.11456922 0.01871055 0.00616658 0.02512395
  0.01865099 0.08116589 0.0139786  0.00201025 0.00034316 0.00333703
  0.06873288]]","[[0.04335592 0.8881283  0.00847747 0.00861094 0.00500347 0.0083424
  0.01021371 0.01179498 0.01540701 0.00003841 0.00002913 0.00010532
  0.00049301]]"
too bad i had paid an extra $2 for the stone bowl,ambience,0,0,2,2,"[[0.0000748  0.00004414 0.0000104  0.00000792 0.00003831 0.00199005
  0.00600225 0.01392025 0.00589868 0.06832343 0.65156543 0.25212437]]","[[0.0000007  0.00000022 0.00000034 0.00000031 0.0000004  0.00039343
  0.00068488 0.00006291 0.00024939 0.6233621  0.10674478 0.2685006 ]]"
too bad i had paid an extra $2 for the stone bowl,drinks,0,0,2,2,"[[0.00177995 0.00081227 0.00050655 0.00289436 0.01635355 0.01661867
  0.13614874 0.05044518 0.00807755 0.02621471 0.07607757 0.6640709 ]]","[[0.00000005 0.00000382 0.00001906 0.00008702 0.01493171 0.04380712
  0.14052974 0.7895587  0.01055887 0.00031638 0.00018757 0.        ]]"
too bad i had paid an extra $2 for the stone bowl,food,1,0,-1,2,"[[0.00356546 0.00264675 0.000328   0.00108748 0.00537831 0.01185206
  0.03937528 0.01982924 0.00462407 0.04346105 0.11510536 0.75274694]]","[[0.00808783 0.01057792 0.00415817 0.00699809 0.02475898 0.06995981
  0.08322187 0.08040688 0.0979562  0.29015434 0.299863   0.02385687]]"
too bad i had paid an extra $2 for the stone bowl,location,0,0,2,2,"[[0.00021576 0.00032664 0.00010218 0.00068153 0.00915435 0.07852864
  0.2048035  0.23695645 0.0490837  0.17647389 0.13789357 0.10577981]]","[[0.         0.         0.00000001 0.00000002 0.00000033 0.00228093
  0.00353797 0.00000674 0.00041127 0.2767665  0.30407235 0.412924  ]]"
too bad i had paid an extra $2 for the stone bowl,restaurant,0,0,2,2,"[[0.00408643 0.00194719 0.00016409 0.00064295 0.0073572  0.04464397
  0.21524782 0.18891247 0.0208878  0.11315551 0.13350223 0.26945233]]","[[0.0003015  0.00056673 0.00013974 0.00025777 0.00347661 0.19162636
  0.42126873 0.26449746 0.01877433 0.05102587 0.04789538 0.00016947]]"
too bad i had paid an extra $2 for the stone bowl,service,0,0,2,2,"[[0.00270151 0.00196931 0.00073262 0.00608578 0.2671237  0.03373194
  0.32346365 0.16091058 0.02581183 0.0607561  0.0391708  0.07754219]]","[[0.01594093 0.01237475 0.01067174 0.02937634 0.05115473 0.1648137
  0.5668294  0.1396839  0.00529555 0.00123758 0.0010101  0.00161125]]"
the nakgi-bokum was horrible,ambience,0,0,2,2,[[0.22135909 0.54499733 0.13283564 0.10080791]],[[0.0637838  0.8772197  0.03149104 0.02750544]]
the nakgi-bokum was horrible,drinks,0,0,2,2,[[0.4629277  0.43624863 0.07837699 0.0224467 ]],[[0.00007227 0.8953796  0.097638   0.00691016]]
the nakgi-bokum was horrible,food,1,0,-1,2,[[0.3370747  0.3705308  0.1294648  0.16292965]],[[0.23832005 0.02562146 0.48627442 0.24978413]]
the nakgi-bokum was horrible,location,0,0,2,2,[[0.41569299 0.4269138  0.10549801 0.05189519]],[[0.7781478  0.12410095 0.0805309  0.01722036]]
the nakgi-bokum was horrible,restaurant,0,0,2,2,[[0.56453323 0.3735525  0.047799   0.01411524]],[[0.00913387 0.6678486  0.24414538 0.0788722 ]]
the nakgi-bokum was horrible,service,0,0,2,2,[[0.33569142 0.47374505 0.13050625 0.0600573 ]],[[0.05040467 0.8818381  0.03330624 0.03445113]]
"easily the worst stir-fried squid', ""i've"", 'ever tasted",ambience,0,0,2,2,"[[0.00345478 0.01665191 0.00427724 0.1295976  0.27547133 0.12519914
  0.03600162 0.40934637]]","[[0.         0.         0.         0.         0.         0.00000001
  0.         1.        ]]"
"easily the worst stir-fried squid', ""i've"", 'ever tasted",drinks,0,0,2,2,"[[0.00019929 0.00134302 0.0005884  0.20168282 0.3614191  0.00881546
  0.00167461 0.42427728]]","[[0.00171425 0.00248986 0.00003298 0.00775987 0.98485094 0.00296977
  0.00018228 0.        ]]"
"easily the worst stir-fried squid', ""i've"", 'ever tasted",food,1,1,-1,-1,"[[0.00002544 0.00045346 0.00061013 0.6505104  0.29249805 0.00128581
  0.00043652 0.05418018]]","[[0.05882761 0.09456562 0.05695654 0.00646504 0.3324063  0.13811642
  0.06955197 0.24311052]]"
"easily the worst stir-fried squid', ""i've"", 'ever tasted",location,0,0,2,2,"[[0.00084841 0.00826201 0.00291317 0.23558642 0.5240339  0.0606098
  0.01033825 0.15740804]]","[[0.10023907 0.19445936 0.0010577  0.0073699  0.6736001  0.00935809
  0.00113025 0.01278556]]"
"easily the worst stir-fried squid', ""i've"", 'ever tasted",restaurant,0,0,2,2,"[[0.0005214  0.00501434 0.00088992 0.2945161  0.56982684 0.01437468
  0.00117783 0.11367895]]","[[0.17962448 0.41976172 0.01603053 0.36437997 0.00000164 0.00169803
  0.00016385 0.01833974]]"
"easily the worst stir-fried squid', ""i've"", 'ever tasted",service,0,0,2,2,"[[0.01135003 0.02101666 0.00617777 0.18028557 0.5292788  0.09357159
  0.01276345 0.14555608]]","[[0.00230565 0.00101931 0.00019224 0.00029508 0.9957365  0.00030459
  0.00003673 0.00010989]]"
the sauce tasted more like chinese fast food than decent korean,ambience,0,0,2,2,"[[0.00268682 0.05757909 0.09449261 0.08486216 0.10514135 0.02669255
  0.03831784 0.3076787  0.09666294 0.15764675 0.02823919]]","[[0.00000002 0.         0.         0.00000001 0.         0.
  0.         0.9999982  0.         0.00000168 0.00000012]]"
the sauce tasted more like chinese fast food than decent korean,drinks,0,0,2,2,"[[0.00096117 0.49993202 0.4985594  0.0002154  0.00004804 0.00000862
  0.00001173 0.00018825 0.00003127 0.00003453 0.00000958]]","[[0.3021896  0.         0.6978039  0.00000001 0.00000648 0.
  0.         0.00000001 0.         0.         0.        ]]"
the sauce tasted more like chinese fast food than decent korean,food,1,1,-1,-1,"[[0.00087298 0.7331556  0.25859565 0.00023277 0.00005666 0.00006925
  0.00007949 0.00687199 0.00003026 0.00001595 0.00001936]]","[[0.00151745 0.00009834 0.03288609 0.01279339 0.09215407 0.05275994
  0.13641334 0.64122164 0.02707347 0.00036229 0.00272003]]"
the sauce tasted more like chinese fast food than decent korean,location,0,0,2,2,"[[0.00220031 0.12622307 0.24837984 0.02849779 0.02510953 0.01406085
  0.04642053 0.45038489 0.03079305 0.02365206 0.00427807]]","[[0.24047485 0.42394024 0.1494183  0.03740769 0.04563197 0.00036351
  0.00322018 0.09864187 0.00028458 0.00035265 0.00026425]]"
the sauce tasted more like chinese fast food than decent korean,restaurant,0,0,2,2,"[[0.00261632 0.43008387 0.54510623 0.00573486 0.00176707 0.00038341
  0.00052024 0.01317055 0.00037235 0.00020546 0.00003961]]","[[0.02383061 0.77974004 0.         0.00115219 0.17609046 0.00009683
  0.00090774 0.01817511 0.00000679 0.00000001 0.00000007]]"
the sauce tasted more like chinese fast food than decent korean,service,0,0,2,2,"[[0.02061291 0.33180827 0.3024833  0.01224468 0.005888   0.00423303
  0.10688321 0.13241269 0.02202601 0.05033724 0.01107068]]","[[0.07659978 0.82623786 0.00921183 0.00011893 0.00052746 0.00328121
  0.06858623 0.01039059 0.00122057 0.00183802 0.00198754]]"
the side dishes were passable and i did get a refill upon request,ambience,0,0,2,2,"[[0.00356377 0.02154514 0.9280504  0.02019259 0.01387776 0.00949764
  0.00039629 0.0001207  0.00009931 0.00026558 0.00114843 0.00028401
  0.0009584 ]]","[[0.0002003  0.00022756 0.98813987 0.00000016 0.0000008  0.00000121
  0.00000024 0.00000029 0.00000007 0.00019507 0.000022   0.00125741
  0.00995507]]"
the side dishes were passable and i did get a refill upon request,drinks,0,0,2,2,"[[0.00503781 0.009063   0.95228714 0.02165194 0.00649852 0.00052092
  0.00003864 0.00006324 0.00005215 0.00006711 0.00427273 0.00012661
  0.00032021]]","[[0.05138189 0.09222589 0.         0.8455142  0.0053529  0.00123949
  0.00000038 0.00000107 0.00113274 0.00004517 0.00308788 0.00001814
  0.00000027]]"
the side dishes were passable and i did get a refill upon request,food,1,1,0,-1,"[[0.00104153 0.00190971 0.9911895  0.00371878 0.00207651 0.00004721
  0.00000163 0.00000098 0.00000067 0.00000035 0.00000373 0.0000023
  0.00000708]]","[[0.33870804 0.35439935 0.01106129 0.09626134 0.12749653 0.07181429
  0.00004065 0.00004245 0.00007819 0.00000782 0.00001023 0.00001788
  0.00006198]]"
the side dishes were passable and i did get a refill upon request,location,0,0,2,2,"[[0.00566343 0.01341168 0.8350937  0.0554925  0.0587835  0.01421516
  0.0007416  0.00105706 0.00110256 0.0016831  0.00994386 0.00104649
  0.00176536]]","[[0.4478341  0.4924137  0.00206925 0.00176585 0.00050427 0.00042773
  0.00000062 0.00000074 0.0000047  0.00128345 0.00091844 0.01592213
  0.03685517]]"
the side dishes were passable and i did get a refill upon request,restaurant,0,0,2,2,"[[0.00477737 0.00735914 0.97218186 0.01078877 0.00466545 0.00020035
  0.00000303 0.00000186 0.00000084 0.0000009  0.0000116  0.00000168
  0.00000716]]","[[0.47536215 0.5209323  0.00000068 0.0022702  0.00105623 0.00037839
  0.         0.         0.00000003 0.         0.00000001 0.00000001
  0.00000002]]"
the side dishes were passable and i did get a refill upon request,service,0,1,2,-1,"[[0.00827573 0.01380552 0.35676023 0.12679371 0.1623142  0.01770416
  0.00241433 0.00763514 0.00521668 0.00304182 0.16014369 0.01252572
  0.12336902]]","[[0.00019831 0.0001387  0.01021262 0.03544829 0.03939514 0.02716978
  0.00700358 0.02054779 0.04105587 0.04265447 0.33148038 0.2528257
  0.19186933]]"
the real problem i had with this place was the complete lack of service,ambience,0,0,2,2,"[[0.02269739 0.02657994 0.00357336 0.00074601 0.00073385 0.02855383
  0.00896423 0.13025211 0.0260933  0.1445026  0.30212432 0.07103281
  0.03927907 0.19486718]]","[[0.00022771 0.00015052 0.00005416 0.00004295 0.00002708 0.00016978
  0.00304426 0.00104951 0.00062903 0.02161915 0.68246394 0.01666732
  0.09138368 0.18247089]]"
the real problem i had with this place was the complete lack of service,drinks,0,0,2,2,"[[0.24008898 0.12891786 0.01036098 0.0024332  0.01385459 0.01760472
  0.00395656 0.01060307 0.01870281 0.06980159 0.06794996 0.03608291
  0.06090005 0.31874272]]","[[0.00017523 0.00019681 0.00664434 0.00015067 0.01437758 0.02965596
  0.00297493 0.03255843 0.05610126 0.01469978 0.0214977  0.5450721
  0.27589527 0.00000001]]"
the real problem i had with this place was the complete lack of service,food,0,0,2,2,"[[0.48951617 0.2191722  0.01076089 0.00131194 0.00430738 0.00816186
  0.00183343 0.00353019 0.00541004 0.02723686 0.02398907 0.0181117
  0.03278653 0.15387174]]","[[0.00530997 0.01280309 0.01629663 0.00216573 0.00702556 0.00679309
  0.00460003 0.00669209 0.02595362 0.0296666  0.03363678 0.09273201
  0.37152204 0.38480282]]"
the real problem i had with this place was the complete lack of service,location,0,0,2,2,"[[0.0372107  0.02421133 0.00650106 0.00117476 0.00735078 0.07705949
  0.01370911 0.07159565 0.0476974  0.22582573 0.18160045 0.04757124
  0.03101021 0.22748211]]","[[0.00143482 0.00087912 0.00089622 0.00006598 0.00032426 0.00327716
  0.03097091 0.02417838 0.0040875  0.01865342 0.02027594 0.040997
  0.84022886 0.0137304 ]]"
the real problem i had with this place was the complete lack of service,restaurant,0,0,2,2,"[[0.72215724 0.22195609 0.01561769 0.00062715 0.00212673 0.01056288
  0.00095546 0.0021401  0.00090272 0.00446165 0.00310475 0.00086044
  0.00120899 0.01331814]]","[[0.00798605 0.11071898 0.13554552 0.00650267 0.04102874 0.09297957
  0.10716105 0.15607393 0.04860446 0.01533198 0.0163423  0.04054946
  0.10354066 0.11763455]]"
the real problem i had with this place was the complete lack of service,service,1,1,-1,-1,"[[0.00036618 0.00014814 0.0001091  0.00000765 0.00005371 0.00005467
  0.00000325 0.00002347 0.0000791  0.0001788  0.00102089 0.00048822
  0.00044691 0.9970199 ]]","[[0.00002707 0.00001383 0.00000376 0.0000007  0.00000015 0.0000001
  0.00000022 0.00000008 0.00012218 0.00229137 0.00553515 0.00832178
  0.31169137 0.67199224]]"
she just nodded and walked off,ambience,0,0,2,2,[[0.01532712 0.01527182 0.17552276 0.26620376 0.27544668 0.25222784]],[[0.01929928 0.01891802 0.22616348 0.15893732 0.01573358 0.5609484 ]]
she just nodded and walked off,drinks,0,0,2,2,[[0.18870682 0.07159348 0.50302845 0.05056572 0.09252755 0.09357802]],[[0.20414862 0.24973148 0.00000001 0.3875745  0.15711872 0.00142671]]
she just nodded and walked off,food,0,0,2,2,[[0.1264638  0.03018737 0.06158737 0.04451735 0.1170742  0.6201699 ]],[[0.07422529 0.05725507 0.5232564  0.14231406 0.20194764 0.00100144]]
she just nodded and walked off,location,0,0,2,2,[[0.0566961  0.04363083 0.4081193  0.14769857 0.19380239 0.15005282]],[[0.08715975 0.06113258 0.00004047 0.33027828 0.45513463 0.06625433]]
she just nodded and walked off,restaurant,0,0,2,2,[[0.11507866 0.02569958 0.2732894  0.07217026 0.15445124 0.35931087]],[[0.09948852 0.08084431 0.5419546  0.17343183 0.10405254 0.00022818]]
she just nodded and walked off,service,1,1,-1,-1,[[0.03411823 0.00490933 0.5773485  0.01940628 0.27462667 0.08959105]],[[0.34425658 0.10478552 0.1373025  0.14805236 0.17217444 0.09342862]]
as to my comment about the food no apology or acknowledgment was made,ambience,0,0,2,2,"[[0.02895566 0.0309037  0.00937049 0.00453605 0.00699316 0.04114571
  0.39968234 0.05885759 0.04717491 0.05668642 0.18021402 0.06463354
  0.0708464 ]]","[[0.00040491 0.00013761 0.00012523 0.00002027 0.00000421 0.00000662
  0.9982356  0.00001567 0.00002046 0.00003872 0.00015716 0.00066558
  0.00016794]]"
as to my comment about the food no apology or acknowledgment was made,drinks,0,0,2,2,"[[0.07209547 0.02922881 0.01001801 0.00428066 0.00337046 0.02207442
  0.3691724  0.08286279 0.16000085 0.02513242 0.10605611 0.02820479
  0.08750281]]","[[0.00007019 0.00077039 0.00002288 0.00182394 0.00183831 0.00045783
  0.         0.0053183  0.95422196 0.00618017 0.02101904 0.00006729
  0.00820971]]"
as to my comment about the food no apology or acknowledgment was made,food,0,1,2,-1,"[[0.00250093 0.00093812 0.00014558 0.00002866 0.00005638 0.00151167
  0.96625465 0.00301756 0.00277916 0.00063976 0.002189   0.00246735
  0.01747117]]","[[0.01602052 0.01104546 0.00411352 0.00805728 0.01919374 0.15973835
  0.03854369 0.06717718 0.15481636 0.05866655 0.0954805  0.15876055
  0.2083864 ]]"
as to my comment about the food no apology or acknowledgment was made,location,0,0,2,2,"[[0.00441763 0.00460494 0.00162395 0.00138362 0.00255633 0.02632836
  0.56674564 0.08168959 0.12451139 0.03243124 0.11727736 0.02139135
  0.01503858]]","[[0.13160984 0.13613519 0.02764004 0.02966229 0.00971992 0.00898615
  0.27249962 0.0101853  0.06521788 0.01805913 0.11562965 0.07855166
  0.09610338]]"
as to my comment about the food no apology or acknowledgment was made,restaurant,0,0,2,2,"[[0.18243471 0.06562944 0.00609598 0.00140456 0.00099515 0.01248578
  0.6063503  0.01931887 0.02962054 0.00474226 0.0540151  0.00696764
  0.0099397 ]]","[[0.05857137 0.04818176 0.00834398 0.03036183 0.06686161 0.34547654
  0.00787931 0.05574854 0.1513545  0.04842644 0.12202407 0.01587845
  0.04089145]]"
as to my comment about the food no apology or acknowledgment was made,service,1,1,-1,-1,"[[0.01509333 0.00868572 0.00109331 0.0007143  0.00035153 0.00107478
  0.02568438 0.03711583 0.38824016 0.01243671 0.47734502 0.01989812
  0.01226678]]","[[0.00546229 0.00150994 0.0001909  0.00018923 0.0000982  0.00015543
  0.00009807 0.2108645  0.46469843 0.1885742  0.08968743 0.00986346
  0.02860792]]"
my wife had barely touched that mess of a dish,ambience,0,0,2,2,"[[0.00004355 0.00028564 0.00049175 0.00938324 0.0061058  0.02536791
  0.41486517 0.07744262 0.03621285 0.42980146]]","[[0.00006765 0.00003636 0.00003877 0.00009447 0.00002784 0.00199344
  0.00116318 0.00868476 0.05057585 0.9373179 ]]"
my wife had barely touched that mess of a dish,drinks,0,0,2,2,"[[0.00291592 0.01329251 0.03561217 0.11167607 0.03414271 0.03106151
  0.07783648 0.04608738 0.00539882 0.6419764 ]]","[[0.00123283 0.06883068 0.01074167 0.01459724 0.7532531  0.00080969
  0.14535452 0.00515374 0.00002645 0.        ]]"
my wife had barely touched that mess of a dish,food,1,1,-1,-1,"[[0.00008984 0.00026721 0.00121147 0.00925285 0.00422852 0.00289099
  0.0530378  0.01319451 0.00090111 0.9149257 ]]","[[0.00257418 0.00522074 0.01394674 0.01946376 0.01993515 0.06746531
  0.15621842 0.39234275 0.28282648 0.04000646]]"
my wife had barely touched that mess of a dish,location,0,0,2,2,"[[0.00011682 0.00114383 0.00481608 0.06020858 0.03791926 0.07351556
  0.53234136 0.11515468 0.01178646 0.16299736]]","[[0.00381772 0.0194956  0.00618447 0.01983788 0.08180188 0.06977646
  0.00146308 0.43621138 0.07360221 0.2878093 ]]"
my wife had barely touched that mess of a dish,restaurant,0,0,2,2,"[[0.00187103 0.00721685 0.01442485 0.11558381 0.05220527 0.04422194
  0.32787904 0.06971789 0.0029641  0.3639152 ]]","[[0.00920456 0.06404082 0.03402793 0.05216342 0.24229412 0.0330315
  0.37793094 0.16683389 0.02041462 0.00005818]]"
my wife had barely touched that mess of a dish,service,0,0,2,2,"[[0.00394069 0.03889436 0.06612348 0.13096869 0.07197808 0.04323334
  0.5339111  0.04958288 0.00497588 0.0563915 ]]","[[0.04975562 0.08080778 0.04316888 0.07270074 0.03212517 0.0120737
  0.708999   0.00029721 0.00002617 0.00004569]]"
we were charged full price,ambience,0,0,2,2,[[0.00407459 0.03499123 0.4270359  0.48938876 0.04450953]],[[0.00144467 0.00138218 0.00277768 0.98050654 0.01388891]]
we were charged full price,drinks,0,0,2,2,[[0.02111485 0.19159076 0.6712894  0.09979379 0.0162112 ]],[[0.1556946  0.40909076 0.00002423 0.04364616 0.39154425]]
we were charged full price,food,0,0,2,2,[[0.00445321 0.10834612 0.6434206  0.19824795 0.04553216]],[[0.0859704  0.2163814  0.04487165 0.28608537 0.36669117]]
we were charged full price,location,0,0,2,2,[[0.00367309 0.06424192 0.7021841  0.21199745 0.01790347]],[[0.05117771 0.05705166 0.5011951  0.21735923 0.17321634]]
we were charged full price,restaurant,0,0,2,2,[[0.00729059 0.08930436 0.7377677  0.15219547 0.01344192]],[[0.09792238 0.15532123 0.03054548 0.33650774 0.3797032 ]]
we were charged full price,service,1,1,-1,-1,[[0.00277449 0.0347718  0.85761046 0.09726543 0.00757783]],[[0.15328923 0.27880535 0.44367197 0.04984814 0.0743853 ]]
lives up to the hype,ambience,0,0,2,2,[[0.11976321 0.06955214 0.06371637 0.43880546 0.30816284]],[[0.06297643 0.05263584 0.0505219  0.7767695  0.05709633]]
lives up to the hype,drinks,0,0,2,2,[[0.3081886  0.1193385  0.06064417 0.3219718  0.18985696]],[[0.12238311 0.38189453 0.37177968 0.00005722 0.1238855 ]]
lives up to the hype,food,0,0,2,2,[[0.1942716  0.05675898 0.03144827 0.4795996  0.23792157]],[[0.22982505 0.28402558 0.2402681  0.05911205 0.18676925]]
lives up to the hype,location,0,0,2,2,[[0.2066718  0.12061936 0.1091326  0.51277876 0.05079749]],[[0.36831063 0.316758   0.17102465 0.07044315 0.07346363]]
lives up to the hype,restaurant,1,0,1,1,[[0.40124857 0.09092248 0.04346254 0.3777744  0.08659202]],[[0.17853418 0.3386004  0.20727253 0.13153365 0.1440593 ]]
lives up to the hype,service,0,0,2,2,[[0.42000982 0.19521523 0.11892279 0.22940129 0.03645087]],[[0.99625266 0.00266007 0.00054779 0.00031835 0.0002211 ]]
"[""we've"", 'tried before but it always packed and', ""doesn't"", 'take reservations",ambience,0,0,2,2,"[[0.00170906 0.00150517 0.00536574 0.01446961 0.01080014 0.02578744
  0.5628224  0.22229974 0.13956462 0.00704353 0.00863257]]","[[0.00000383 0.00000114 0.00000276 0.0000029  0.00169255 0.00562893
  0.9276753  0.03246813 0.01682932 0.00414646 0.01154857]]"
