content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
"after  sitting  at  the  bar  for  over  20  minutes  the  bar  keep  had  made  only  2  drinks  &  kept  telling  us', ""she'd"", 'be  right  with  us",location,0,0,2,2,"0.05374148 0.21974263 0.00945322 0.00439536 0.20869426 0.00556579
  0.00735535 0.03493753 0.06594666 0.00787421 0.3179667  0.01528618
  0.00067755 0.00052017 0.00100156 0.00469987 0.00958687 0.00804783
  0.00393047 0.00436682 0.00260181 0.00467223 0.0004523  0.0061279
  0.00083034 0.00152491]]","0.07791802 0.01058998 0.09136361 0.10609902 0.03114153 0.02649781
  0.0020245  0.00521695 0.00600613 0.4900781  0.09959394 0.03767348
  0.00039506 0.00093307 0.00100316 0.00393099 0.00406447 0.00192465
  0.00076878 0.00051035 0.00050094 0.00101741 0.00015227 0.0001388
  0.00024083 0.00021615]]"
"after  sitting  at  the  bar  for  over  20  minutes  the  bar  keep  had  made  only  2  drinks  &  kept  telling  us', ""she'd"", 'be  right  with  us",restaurant,0,0,2,2,"0.19049558 0.5889171  0.0049044  0.00217625 0.0509202  0.00321502
  0.00382379 0.01558779 0.02247216 0.0030346  0.06380998 0.00819527
  0.00054768 0.00061342 0.00065033 0.00191772 0.02229045 0.00507444
  0.00423447 0.00150923 0.00136667 0.0032454  0.0002537  0.000506
  0.00008272 0.00015566]]","0.8150076  0.00245493 0.04177711 0.007747   0.00209281 0.02226881
  0.00036246 0.00110396 0.00103362 0.03930787 0.03350469 0.00870906
  0.00010672 0.00110171 0.00122404 0.01139949 0.00793127 0.00051678
  0.00054157 0.00078442 0.00030192 0.00067872 0.00002766 0.00000602
  0.00000516 0.00000446]]"
"after  sitting  at  the  bar  for  over  20  minutes  the  bar  keep  had  made  only  2  drinks  &  kept  telling  us', ""she'd"", 'be  right  with  us",service,1,1,-1,-1,"0.29199913 0.43526253 0.01378793 0.00731052 0.12021399 0.01247427
  0.01324215 0.03398644 0.02322944 0.00225262 0.02432862 0.00193169
  0.00123244 0.00109152 0.00067694 0.00272499 0.00254138 0.00263179
  0.00430525 0.00321515 0.00053247 0.00052732 0.00005981 0.00021082
  0.0001204  0.00011042]]","0.829806   0.00338453 0.09383289 0.01433612 0.00693001 0.03075016
  0.00175419 0.00456494 0.0039601  0.00316269 0.0006097  0.00039719
  0.00006687 0.0000334  0.00075669 0.00200867 0.00293748 0.00037174
  0.00028624 0.00001391 0.00001159 0.00002437 0.00000027 0.00000004
  0.00000005 0.00000014]]"
we  left  without  ever  getting  service,ambience,0,0,2,2,0.18657117 0.4200207  0.23706254 0.06886534 0.01414766 0.07333258]],0.32366863 0.00045933 0.3933086  0.06509706 0.18396755 0.03349888]]
we  left  without  ever  getting  service,drinks,0,0,2,2,0.41823232 0.26385644 0.14564306 0.12824613 0.00892167 0.03510036]],0.00001653 0.35763842 0.1644979  0.01763403 0.41372636 0.04648675]]
we  left  without  ever  getting  service,food,0,0,2,2,0.28848153 0.5099342  0.10200816 0.07882803 0.00326252 0.0174856 ]],0.41252413 0.08098418 0.1977282  0.04739417 0.1700861  0.09128325]]
we  left  without  ever  getting  service,location,0,0,2,2,0.07841419 0.4619247  0.03527426 0.01103744 0.00394831 0.4094011 ]],0.22486253 0.04335251 0.10945661 0.02874901 0.18484618 0.40873313]]
we  left  without  ever  getting  service,restaurant,0,1,2,2,0.13094462 0.63564754 0.11797611 0.03033877 0.00341615 0.08167681]],0.3645448  0.2895721  0.18728842 0.01548405 0.0789447  0.06416586]]
we  left  without  ever  getting  service,service,1,1,-1,-1,0.0094322  0.03131627 0.01056193 0.00565219 0.00149752 0.9415399 ]],0.04434108 0.02983369 0.02302917 0.00508181 0.04876375 0.8489505 ]]
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",ambience,0,0,2,2,"0.02258827 0.03485183 0.21570182 0.07538188 0.06740726 0.01159353
  0.00917862 0.01728122 0.04393413 0.11764765 0.00746173 0.00457322
  0.05936974 0.06217133 0.02337403 0.03626569 0.1149702  0.07624786]]","0.03074008 0.05684731 0.00526565 0.03529855 0.01284903 0.014041
  0.07907888 0.09545653 0.15583782 0.15419854 0.02161265 0.0435431
  0.03191928 0.04055709 0.03484425 0.03594733 0.07996742 0.07199553]]"
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",drinks,0,0,2,2,"0.01245721 0.01447925 0.03054774 0.02027554 0.0170531  0.0054932
  0.01423975 0.02230785 0.12288981 0.06703439 0.01627884 0.02147285
  0.16628942 0.01660714 0.13036011 0.17734888 0.10917306 0.03569188]]","0.00642853 0.00591144 0.00987988 0.00619853 0.00646626 0.00907099
  0.1377932  0.03587812 0.24772389 0.07752557 0.03879914 0.11278124
  0.07596354 0.03694953 0.03037115 0.0001591  0.01404932 0.14805064]]"
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",food,0,0,2,2,"0.33204457 0.14616589 0.05674358 0.04038435 0.00587798 0.00219727
  0.00883512 0.01542572 0.02461335 0.09626734 0.01229771 0.01233652
  0.07875275 0.01573184 0.04148252 0.04209945 0.05064248 0.01810156]]","0.12255636 0.39168283 0.12361161 0.04917479 0.00592738 0.00768347
  0.01906101 0.00990649 0.01404149 0.01524896 0.0302323  0.0191372
  0.03133113 0.02525468 0.02997269 0.0292514  0.03947591 0.03645018]]"
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",location,0,0,2,2,"0.01561391 0.01292701 0.00393289 0.00892979 0.00195315 0.00508027
  0.00579063 0.01478104 0.03648014 0.30676967 0.02793024 0.19126165
  0.07772345 0.05478014 0.03748195 0.04923517 0.11876844 0.03056047]]","0.05350414 0.04405937 0.01626821 0.00691785 0.00431773 0.0107899
  0.0311843  0.09240908 0.25314802 0.0164568  0.15596533 0.18451007
  0.03744506 0.04256219 0.01136069 0.01088959 0.01243891 0.01577282]]"
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",restaurant,1,1,-1,-1,"0.0205182  0.0081382  0.00316078 0.00380937 0.00070374 0.00146364
  0.00250755 0.00656442 0.0237567  0.24521284 0.01914733 0.0347823
  0.16521725 0.07547606 0.10382567 0.08324782 0.18915458 0.01331358]]","0.01457848 0.02350519 0.00474757 0.00254832 0.00014581 0.00055605
  0.00465727 0.01350001 0.01066838 0.17251873 0.01645824 0.01554933
  0.00836758 0.01726306 0.07473294 0.11161309 0.38399473 0.12459531]]"
"as  of  writing  this  i  just  tried  their  give  away  a  link  again  &  it  still', ""doesn't"", 'work",service,0,0,2,2,"0.0178766  0.00957904 0.00482065 0.00091274 0.00146585 0.00145923
  0.01281518 0.03135267 0.06043997 0.12705414 0.01446538 0.02845293
  0.08347661 0.05842425 0.06784762 0.13109381 0.24237603 0.10608728]]","0.11077546 0.06090511 0.01088747 0.0042842  0.01874435 0.03948584
  0.0419926  0.10380073 0.11751328 0.0833273  0.01899041 0.02571342
  0.07863872 0.11342793 0.03499243 0.04601269 0.03309451 0.05741353]]"
best  crab  cakes  in  town,ambience,0,0,2,2,0.12489984 0.36958945 0.37880602 0.08496335 0.04174131]],0.4563929  0.5429029  0.0000051  0.00065314 0.00004594]]
best  crab  cakes  in  town,drinks,0,0,2,2,0.10357229 0.38744634 0.49990246 0.00754664 0.00153226]],0.8940709  0.09070447 0.01505145 0.00015428 0.00001893]]
best  crab  cakes  in  town,food,1,1,1,1,0.00536661 0.30118853 0.69106025 0.00225956 0.00012504]],0.6806119  0.22571757 0.09167012 0.00198027 0.00002008]]
best  crab  cakes  in  town,location,0,0,2,2,0.13286524 0.5339071  0.21756025 0.02826187 0.08740551]],0.5336424  0.00000398 0.4661686  0.00017739 0.00000771]]
best  crab  cakes  in  town,restaurant,0,0,2,2,0.02336453 0.44190884 0.5184045  0.00927684 0.00704531]],0.46028605 0.5044941  0.03484499 0.00034655 0.00002841]]
best  crab  cakes  in  town,service,0,0,2,2,0.01879696 0.2436869  0.7115689  0.01081665 0.01513057]],0.13930507 0.8604189  0.00000293 0.00026975 0.00000332]]
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",ambience,0,0,2,2,"0.00788196 0.0020886  0.03326619 0.3391063  0.23234569 0.31951222
  0.00411769 0.026521   0.00406717 0.013676   0.00169617 0.00054738
  0.0004528  0.00169788 0.00117044 0.00011835 0.00008568 0.00001563
  0.00003495 0.00005244 0.00041744 0.00018615 0.00057116 0.00023636
  0.00039891 0.00185326 0.00249445 0.00236499 0.00121994 0.00112352
  0.00067931]]","0.09472994 0.06596076 0.24449515 0.00358724 0.38838974 0.12030551
  0.00849484 0.03571178 0.00357054 0.009729   0.00762453 0.00026895
  0.00116163 0.00097118 0.00028861 0.00001577 0.00000932 0.00003686
  0.00012087 0.00010644 0.00060715 0.00039646 0.00174037 0.00195707
  0.00212919 0.00269538 0.00272418 0.00026835 0.00079146 0.00054043
  0.0005713 ]]"
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",drinks,0,0,2,2,"0.03526384 0.00473505 0.01825999 0.20434709 0.12597315 0.09801292
  0.00731147 0.01141445 0.01504787 0.00622417 0.00096697 0.00111178
  0.00157529 0.04410036 0.01988918 0.00315578 0.00110895 0.00029579
  0.00030407 0.00281094 0.00565248 0.00548847 0.01264907 0.0031816
  0.00499026 0.02506274 0.18908805 0.06345998 0.03983779 0.02758609
  0.02109437]]","0.00280435 0.00296794 0.01137645 0.00000042 0.2918283  0.16506879
  0.03574479 0.3833246  0.00216134 0.03981206 0.0128646  0.01140803
  0.00808867 0.01654536 0.00023163 0.00001739 0.00001251 0.00034326
  0.00007964 0.0009017  0.00032577 0.0002747  0.0009     0.00152267
  0.00084721 0.00128024 0.00705171 0.00104449 0.00012207 0.00045387
  0.00059539]]"
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",food,1,1,1,-1,"0.01060643 0.00118387 0.00416354 0.02022008 0.01534833 0.03665905
  0.00551023 0.00895979 0.6050489  0.07512445 0.00123042 0.00054891
  0.00062809 0.20540237 0.0027253  0.00087913 0.00007937 0.00007765
  0.00002938 0.00020124 0.00030825 0.00011632 0.00008633 0.00004276
  0.00004874 0.00026615 0.0013885  0.00162255 0.00039684 0.00081011
  0.00028689]]","0.02658181 0.02611499 0.06676514 0.03481943 0.15614438 0.2045023
  0.10909614 0.10070168 0.04213036 0.15806021 0.02388797 0.00919153
  0.02110027 0.01427248 0.00103953 0.00031667 0.00005133 0.00019333
  0.0005801  0.00035122 0.00218722 0.00143961 0.00002057 0.00004319
  0.00014894 0.00020011 0.00003175 0.00000737 0.00000707 0.00000717
  0.00000606]]"
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",location,0,0,2,2,"0.00837454 0.00256265 0.0155997  0.07912543 0.13116552 0.41249055
  0.0106936  0.10154751 0.08252079 0.03197585 0.00164834 0.00147953
  0.00272876 0.01198364 0.00099917 0.0007303  0.00027218 0.00030774
  0.00064115 0.00152491 0.01259562 0.00215757 0.00238856 0.00375675
  0.00333972 0.00797885 0.01609362 0.01298494 0.00685134 0.01751071
  0.01597044]]","0.02848324 0.01639441 0.05148343 0.04560414 0.21835567 0.00746013
  0.05191376 0.08984157 0.07425248 0.15008356 0.03811567 0.01071445
  0.11142074 0.08358168 0.00304547 0.00028972 0.00009378 0.00045162
  0.00060434 0.00087408 0.00423106 0.0017777  0.00067236 0.00109684
  0.00236276 0.00277804 0.00190382 0.00026071 0.00066377 0.00067698
  0.00051205]]"
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",restaurant,0,0,2,2,"0.02880971 0.01490442 0.05793743 0.3650678  0.18746766 0.2606259
  0.00566854 0.01266674 0.03179269 0.00828949 0.00040335 0.00026329
  0.00034922 0.01507801 0.0004271  0.00020484 0.00002519 0.00005182
  0.00005445 0.00046729 0.00201734 0.00056878 0.00045457 0.0001547
  0.00010929 0.00054876 0.00095488 0.00155816 0.00045219 0.00139694
  0.00122945]]","0.10511506 0.06823074 0.27295768 0.00116905 0.4927069  0.05049144
  0.00342796 0.00364092 0.00032359 0.00135894 0.00028079 0.00000516
  0.00019407 0.00009003 0.00000075 0.00000006 0.         0.00000002
  0.0000002  0.0000001  0.0000031  0.00000241 0.00000008 0.00000008
  0.00000018 0.00000034 0.00000004 0.00000001 0.00000014 0.00000012
  0.00000006]]"
"thats  a  big  statement  considering', ""i've"", 'been  pulling  crab  traps  and  making  the  cakes  myself  since  i  was  about  seven  -  but  something  about  these  little  devils  gets  better  every  time",service,0,0,2,2,"0.00406392 0.00120053 0.00210341 0.05508039 0.08795123 0.38796958
  0.02703935 0.11840463 0.21928294 0.03738682 0.0051782  0.00197376
  0.00161669 0.03680466 0.00455438 0.00082856 0.0004122  0.00042736
  0.00006693 0.00007527 0.00020222 0.00005931 0.00007575 0.00009735
  0.00004238 0.00043327 0.00094196 0.00171596 0.00109917 0.00163061
  0.00128123]]","0.00096885 0.00059556 0.00170254 0.00061602 0.05898756 0.00354588
  0.09512261 0.11495837 0.1339749  0.47129792 0.08861981 0.0091878
  0.00911574 0.01045265 0.00067099 0.00004541 0.00001698 0.0000204
  0.00002219 0.00000762 0.00003286 0.00000873 0.00000144 0.00000175
  0.00000356 0.00000807 0.00000124 0.00000198 0.00000381 0.00000419
  0.00000257]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,ambience,0,0,2,2,"0.13075544 0.1364815  0.0634181  0.10912848 0.09844111 0.09658404
  0.19553998 0.02930211 0.00965889 0.0250864  0.02410918 0.02580713
  0.00499731 0.01310438 0.03758598]]","0.0216262  0.04553013 0.0273266  0.22577515 0.257501   0.15998164
  0.00007074 0.10206608 0.05175818 0.02725887 0.0246816  0.00758038
  0.00510276 0.00783348 0.03590712]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,drinks,0,0,2,2,"0.26203838 0.14170915 0.03639197 0.06189391 0.03928643 0.05637715
  0.05411643 0.01033654 0.01391252 0.01142174 0.06635682 0.15435746
  0.02349672 0.03921738 0.02908741]]","0.         0.00086405 0.00052339 0.09351939 0.16186403 0.15960672
  0.5166861  0.03177707 0.00616359 0.00116697 0.00432482 0.00059375
  0.00025219 0.00026658 0.02239129]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,food,0,0,2,2,"0.57155436 0.1048573  0.02858602 0.05118665 0.051064   0.03969377
  0.03122263 0.00263395 0.00681183 0.00465805 0.01687017 0.0476102
  0.00773441 0.02292235 0.01259432]]","0.00027242 0.01317715 0.00980536 0.0419386  0.12876277 0.25556144
  0.2465797  0.05529518 0.03563306 0.01437468 0.03119946 0.02594989
  0.02640693 0.04230772 0.07273567]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,location,0,0,2,2,"0.06429858 0.06069296 0.02321965 0.01877207 0.0962136  0.07584895
  0.35831225 0.05705381 0.08939259 0.01621309 0.03264898 0.03526613
  0.01110808 0.02785274 0.03310649]]","0.01409081 0.02219002 0.01092535 0.10247888 0.08707926 0.17511922
  0.00343105 0.13985781 0.30651447 0.0212505  0.02203882 0.01580715
  0.0115575  0.02138784 0.04627126]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,restaurant,1,1,1,1,"0.44245303 0.15359053 0.03474648 0.02781118 0.03266486 0.0249949
  0.12344053 0.00399588 0.03070473 0.00938499 0.02696544 0.04015933
  0.00640465 0.00912511 0.03355838]]","0.26687756 0.08676507 0.03175985 0.04445559 0.04495393 0.10833012
  0.0511186  0.03863964 0.06895111 0.02479764 0.03092977 0.05867153
  0.03805672 0.07315172 0.03254107]]"
if  you  can  come  to  this  place  by  boat  and  make  it  a  whole  evening,service,0,0,2,2,"0.01929622 0.01330897 0.00344845 0.00707907 0.04654742 0.03289581
  0.1558309  0.06293584 0.04792671 0.02333693 0.07953786 0.20445661
  0.07555538 0.11058949 0.11725432]]","0.00558249 0.00589952 0.00414091 0.02441833 0.0483337  0.10136037
  0.0977232  0.0874595  0.23710956 0.01992634 0.02749423 0.00540939
  0.06200545 0.1312417  0.14189532]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,ambience,1,1,1,1,"0.0078516  0.02628586 0.00302986 0.00459932 0.00076684 0.00313563
  0.00204399 0.28114218 0.22750637 0.44363832]]","0.00013572 0.00014093 0.00001962 0.00001814 0.00000072 0.00014917
  0.00265248 0.35796365 0.34030163 0.29861793]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,drinks,0,0,2,2,"0.3110693  0.3211439  0.15204716 0.05147746 0.03681889 0.03410027
  0.01048217 0.02337258 0.02619079 0.03329749]]","0.8997097  0.00353197 0.08194489 0.00670595 0.00285962 0.00011806
  0.00002211 0.00296854 0.0021144  0.00002481]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,food,1,1,1,1,"0.049825   0.0564349  0.5365292  0.00731045 0.332512   0.01486835
  0.00142583 0.00013898 0.00052505 0.00043029]]","0.0679012  0.66166854 0.00154895 0.01074442 0.25812572 0.00001115
  0.         0.         0.         0.        ]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,location,0,0,2,2,"0.02000714 0.03515946 0.00505753 0.00165413 0.00400711 0.00138014
  0.00182562 0.00908022 0.80308926 0.11873938]]","0.30675647 0.10799614 0.02289517 0.00650216 0.00457591 0.00315162
  0.00637822 0.21862999 0.3132129  0.0099014 ]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,restaurant,0,1,2,2,"0.02508517 0.23281631 0.02198536 0.00246158 0.01742242 0.00361338
  0.00468001 0.02015975 0.42601722 0.2457588 ]]","0.04738461 0.05263792 0.00203455 0.00043892 0.00123249 0.00081405
  0.00276616 0.05406544 0.83708227 0.00154356]]"
great  seasonal  fish  and  seafood  with  a  classy  waterfront  setting,service,0,0,2,2,"0.01548936 0.01599896 0.01602964 0.01911074 0.10292193 0.18996498
  0.08251639 0.14157347 0.3157217  0.10067283]]","0.08403776 0.07097653 0.34639347 0.05916514 0.13992718 0.05227308
  0.01107866 0.14357367 0.00862561 0.08394895]]"
always  a  winner,ambience,0,0,2,2,0.60029536 0.14490937 0.25479525]],0.01120743 0.30382535 0.6849672 ]]
always  a  winner,drinks,0,0,2,2,0.5324212  0.10123843 0.36634043]],0.00734303 0.35970867 0.6329483 ]]
always  a  winner,food,0,0,2,2,0.5814588  0.05265594 0.36588526]],0.03727701 0.4436757  0.5190473 ]]
always  a  winner,location,0,0,2,2,0.47302258 0.12788536 0.39909205]],0.17670906 0.293414   0.52987695]]
always  a  winner,restaurant,1,1,1,1,0.30745187 0.09903317 0.593515  ]],0.4584577  0.19104695 0.35049534]]
always  a  winner,service,0,0,2,2,0.7308538  0.11427828 0.15486795]],0.19977918 0.34242254 0.4577983 ]]
great  pizza  poor  service,ambience,0,0,2,2,0.25193524 0.20904015 0.1595875  0.37943712]],0.30613232 0.06934624 0.0445925  0.57992893]]
great  pizza  poor  service,drinks,0,0,2,2,0.2167714  0.43986204 0.17824344 0.16512312]],0.39618024 0.38398254 0.02367087 0.19616628]]
great  pizza  poor  service,food,1,1,1,1,0.02521197 0.91649127 0.04497335 0.01332343]],0.01265786 0.92046267 0.00176435 0.06511512]]
great  pizza  poor  service,location,0,0,2,2,0.0132582  0.16232441 0.04353734 0.78088003]],0.3010717  0.28240746 0.07824873 0.33827215]]
great  pizza  poor  service,restaurant,0,0,2,2,0.01403667 0.60361916 0.06417167 0.31817248]],0.04327426 0.90817595 0.0126061  0.03594361]]
great  pizza  poor  service,service,1,1,-1,1,0.00150797 0.01858175 0.01290898 0.9670013 ]],0.15187728 0.13867265 0.0804088  0.6290413 ]]
love  their  pizza  especially  the  mushroom  pizza,ambience,0,0,2,2,"0.566757   0.09849169 0.1586053  0.11373092 0.02738479 0.02915768
  0.0058726 ]]","0.00004333 0.10920098 0.8870551  0.0000579  0.00005818 0.00000532
  0.00357916]]"
love  their  pizza  especially  the  mushroom  pizza,drinks,0,0,2,2,"0.13538416 0.06085897 0.4636594  0.06899136 0.02152224 0.18731077
  0.06227309]]","0.02416322 0.9665368  0.00000527 0.00011322 0.00012943 0.00002071
  0.00903123]]"
love  their  pizza  especially  the  mushroom  pizza,food,1,1,1,1,"0.00149    0.00031679 0.38036537 0.00402171 0.00137736 0.1429149
  0.46951386]]","0.32632002 0.3439227  0.28313157 0.03059039 0.01237731 0.00248515
  0.00117272]]"
love  their  pizza  especially  the  mushroom  pizza,location,0,0,2,2,"0.03447045 0.02930078 0.775724   0.01772461 0.018302   0.04003937
  0.08443881]]","0.10652974 0.8778765  0.00008585 0.0011466  0.00269319 0.00076036
  0.01090774]]"
love  their  pizza  especially  the  mushroom  pizza,restaurant,0,0,2,2,"0.00248533 0.00330533 0.6565158  0.01130266 0.00787911 0.10480537
  0.21370642]]","0.1094008  0.7323547  0.01281005 0.02026238 0.03524866 0.02978026
  0.06014323]]"
love  their  pizza  especially  the  mushroom  pizza,service,0,0,2,2,"0.0126462  0.01281272 0.4171669  0.01245451 0.01719824 0.12370128
  0.40402016]]","0.22574896 0.63458544 0.00001035 0.00739388 0.01949452 0.04066293
  0.07210383]]"
also  love  their  caeser  salad,ambience,0,0,2,2,0.00801093 0.32239538 0.03291322 0.300095   0.33658546]],0.15145735 0.1417921  0.1720916  0.5171803  0.01747867]]
also  love  their  caeser  salad,drinks,0,0,2,2,0.00113798 0.01986591 0.00512455 0.04314132 0.9307303 ]],0.00490333 0.07850295 0.45591173 0.37187278 0.08880919]]
also  love  their  caeser  salad,food,1,1,1,1,0.0000995  0.00018112 0.0000279  0.00140418 0.9982873 ]],0.0147239  0.76796716 0.05057698 0.05657682 0.11015522]]
also  love  their  caeser  salad,location,0,0,2,2,0.0055916  0.00991726 0.00841338 0.14481153 0.8312662 ]],0.00258297 0.56823426 0.23675457 0.19229783 0.00013042]]
also  love  their  caeser  salad,restaurant,0,0,2,2,0.00016095 0.00037845 0.00034322 0.01701506 0.98210233]],0.00202355 0.5007721  0.33429092 0.05079584 0.11211755]]
also  love  their  caeser  salad,service,0,0,2,2,0.00072377 0.00273753 0.0029289  0.08728635 0.90632343]],0.00050802 0.36255294 0.43862635 0.19823605 0.00007661]]
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",ambience,0,0,2,2,"0.16862899 0.14943938 0.04406692 0.02572442 0.02741344 0.01181167
  0.01758776 0.00854025 0.00862726 0.00741039 0.01180958 0.03534889
  0.01086034 0.00881913 0.22782406 0.01195842 0.07117235 0.1360501
  0.01394602 0.00296061]]","0.04407385 0.02367383 0.03202786 0.00613445 0.01005433 0.00934389
  0.0069689  0.00851237 0.02958455 0.04878459 0.03494416 0.08661973
  0.23064384 0.3415136  0.00441044 0.0148269  0.01834739 0.03910289
  0.00653847 0.003894  ]]"
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",drinks,0,0,2,2,"0.04174383 0.02824662 0.04050716 0.01686184 0.0034521  0.0124484
  0.01239245 0.00297917 0.01378702 0.02157205 0.0205475  0.00759392
  0.00214845 0.00374169 0.53474927 0.03391281 0.04649233 0.14685096
  0.00615954 0.00381287]]","0.00695678 0.00085624 0.0107901  0.00178266 0.0027606  0.01106922
  0.00365853 0.00248766 0.00110264 0.00337384 0.00106453 0.00969496
  0.12489412 0.21542202 0.00000904 0.05427412 0.04867779 0.4982799
  0.00270483 0.00014049]]"
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",food,0,0,2,2,"0.25115082 0.18233211 0.36088982 0.03342116 0.00342878 0.00856228
  0.00472565 0.00074611 0.00159702 0.00516246 0.00283991 0.00199997
  0.00021899 0.00096828 0.01960825 0.01733005 0.02737517 0.06949433
  0.00620164 0.00194722]]","0.05417598 0.08069477 0.09131444 0.12982397 0.08698079 0.03205281
  0.02529396 0.01276684 0.04126078 0.01040336 0.00293784 0.00596639
  0.01020698 0.03209804 0.02182121 0.12618124 0.11514216 0.07944173
  0.03002704 0.01140961]]"
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",location,0,0,2,2,"0.02503837 0.03674799 0.05888744 0.00943101 0.00277337 0.01197513
  0.00448252 0.00186481 0.00121567 0.00275963 0.00129574 0.00732079
  0.00234507 0.00708461 0.5025664  0.02800245 0.05305213 0.21388146
  0.01880953 0.01046587]]","0.01495202 0.04250023 0.03982443 0.03090974 0.038106   0.01143334
  0.01043985 0.00811731 0.01388457 0.00420608 0.00107893 0.00351315
  0.02864726 0.26936457 0.05040639 0.09949425 0.13338353 0.16896863
  0.02357814 0.00719157]]"
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",restaurant,0,0,2,2,"0.1675755  0.20247565 0.5166976  0.04129164 0.0058094  0.02803557
  0.00655886 0.00214307 0.00152085 0.0020013  0.00034821 0.00273714
  0.00013421 0.000233   0.01081811 0.00117242 0.00120908 0.00851457
  0.00059147 0.00013235]]","0.14569962 0.25314286 0.1042732  0.15072006 0.13612957 0.01734428
  0.00878151 0.00525256 0.15406406 0.00820097 0.00028342 0.00284691
  0.00381308 0.00458464 0.00147374 0.00140492 0.0013018  0.00052998
  0.00010441 0.00004845]]"
"prefer  to  order  it  and  pick  it  up  though  because  i', ""don't"", 'like  the  servers  one  young  woman  in  particular",service,1,1,-1,-1,"0.00258534 0.00310952 0.00373258 0.00065874 0.00025744 0.00026454
  0.00015677 0.00005234 0.00005297 0.00012546 0.00022848 0.00016644
  0.00011816 0.0007722  0.93107635 0.00443877 0.01789245 0.03321702
  0.00064061 0.0004538 ]]","0.00007337 0.00144819 0.00019873 0.00046457 0.0008912  0.00003081
  0.00004019 0.00004161 0.0001696  0.00002838 0.0000169  0.0000274
  0.00907381 0.85490865 0.07212764 0.01249585 0.01734427 0.03012568
  0.00039891 0.00009441]]"
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",ambience,0,0,2,2,"0.01385675 0.01374408 0.00743884 0.01913743 0.66543067 0.23426789
  0.0144951  0.02295026 0.00212559 0.00159807 0.00110584 0.0038495 ]]","0.03178304 0.02480468 0.07019706 0.15470724 0.00851607 0.45537958
  0.2253726  0.0182688  0.00201862 0.00286438 0.0029526  0.00313544]]"
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",drinks,0,0,2,2,"0.41736716 0.10207201 0.08103157 0.08783263 0.06617101 0.0547567
  0.00507866 0.1336601  0.0245538  0.00462633 0.00438736 0.01846268]]","0.00000071 0.00368988 0.03106688 0.03822621 0.64621204 0.23435453
  0.02997799 0.01377119 0.0013636  0.00094167 0.00012686 0.00026845]]"
"she', ""doesn't"", 'make  you  feel  welcome  and  treats  you  like  an  annoyance",food,0,1,2,1,"0.7765276  0.09696148 0.01459685 0.00732598 0.00239432 0.00096044
  0.00024067 0.09581617 0.00121931 0.00044696 0.00119603 0.00231419]]","0.08450619 0.86674225 0.03273019 0.00192134 0.00256439 0.00148635
  0.00169618 0.00109417 0.00317051 0.00274196 0.00092238 0.00042411]]"
